3,2,2,1,1,10,2,4,1,2,1,1,2,1,3,2,14,14,3,8,11,1,1,3,3,1,1,6,3,6,2,2,1,1,7,14,4,3,1,2,4,1,1,2,9,1,4,4,1,3,1,1,4,1,6,3,3,2,6,3,10,1,1,2,1,1,5,5,1,2,2,1,1,1,1,1,4,2,1,1,3
11/12/2018,11/13/2018,11/14/2018,11/15/2018,11/19/2018,11/21/2018,11/22/2018,11/23/2018,11/27/2018,11/28/2018,11/29/2018,12/1/2018,12/3/2018,12/4/2018,12/6/2018,12/7/2018,12/11/2018,12/12/2018,12/13/2018,12/14/2018,12/19/2018,12/20/2018,12/21/2018,12/24/2018,12/27/2018,12/28/2018,1/10/2019,1/11/2019,1/16/2019,1/17/2019,1/21/2019,1/23/2019,1/24/2019,1/28/2019,1/31/2019,2/1/2019,2/5/2019,2/14/2019,2/15/2019,2/18/2019,2/20/2019,2/22/2019,2/27/2019,3/3/2019,3/8/2019,3/12/2019,3/14/2019,3/15/2019,3/19/2019,3/22/2019,3/26/2019,3/28/2019,3/29/2019,4/1/2019,4/2/2019,4/3/2019,4/4/2019,4/5/2019,4/8/2019,4/10/2019,4/15/2019,4/16/2019,4/19/2019,4/24/2019,4/26/2019,4/29/2019,4/30/2019,5/3/2019,5/9/2019,5/16/2019,5/17/2019,5/20/2019,5/22/2019,5/23/2019,5/29/2019,5/30/2019,6/10/2019,6/17/2019,6/18/2019,6/20/2019,6/24/2019
