1,1,2,2,1,3,1,1,2,1,3,1,2,3,5,1,1,1,1,1,3,3,1,1,2,1,4,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
11/12/2018,11/13/2018,11/14/2018,11/21/2018,11/22/2018,11/23/2018,11/27/2018,11/28/2018,12/3/2018,12/4/2018,12/6/2018,12/11/2018,12/12/2018,12/13/2018,12/19/2018,12/20/2018,12/21/2018,12/24/2018,12/27/2018,12/28/2018,1/16/2019,1/17/2019,1/22/2019,1/23/2019,1/24/2019,1/28/2019,1/31/2019,2/1/2019,2/14/2019,2/15/2019,2/18/2019,2/20/2019,3/3/2019,3/12/2019,3/14/2019,3/29/2019,4/2/2019,4/3/2019,4/8/2019,4/15/2019,4/16/2019,4/24/2019,5/3/2019,5/21/2019,5/22/2019
